i j t
202 209 23
202 128 23
173 253 23
173 116 23
135 277 23
252 86 23
252 319 23
202 108 23
158 234 23
269 230 23
269 93 23
151 280 23
26 225 23
26 225 23
151 280 23
26 4 23
223 28 23
26 225 23
291 194 23
199 220 23
199 186 23
33 183 23
300 93 23
48 74 23
269 300 23
269 33 23
269 75 23
269 274 23
269 93 23
269 230 23
93 300 23
262 300 23
269 300 23
269 33 23
269 75 23
269 274 23
26 225 23
40 80 23
132 17 23
194 80 23
159 160 23
132 78 23
132 266 23
132 27 23
132 3 23
132 50 23
132 284 23
132 295 23
132 85 23
132 218 23
132 314 23
132 6 23
132 161 23
132 145 23
132 134 23
159 318 23
160 249 23
160 159 23
160 60 23
160 317 23
160 63 23
60 63 23
132 267 23
132 120 23
132 310 23
132 283 23
50 267 23
2 284 23
2 132 23
194 291 23
160 103 23
132 133 23
132 79 23
132 2 23
3 184 23
132 257 23
161 78 23
184 3 23
161 145 23
161 79 23
3 184 23
314 283 23
184 3 23
78 161 23
184 267 23
161 78 23
314 283 23
78 161 23
3 283 23
161 267 23
160 103 23
132 110 23
132 240 23
132 311 23
132 38 23
132 112 23
132 261 23
132 203 23
132 71 23
160 249 23
160 159 23
160 60 23
132 16 23
160 317 23
160 63 23
116 253 24
279 7 24
116 13 24
279 118 24
279 299 24
116 173 24
279 252 24
279 278 24
279 189 24
24 252 24
279 209 24
279 228 24
279 242 24
279 241 24
279 135 24
279 158 24
279 202 24
279 116 24
279 108 24
279 250 24
278 173 24
279 13 24
279 7 24
13 116 24
173 278 24
202 128 24
279 315 24
283 133 24
283 3 24
283 314 24
132 284 24
38 134 24
314 283 24
78 161 24
38 283 24
38 120 24
184 295 24
202 209 24
173 242 24
234 158 24
200 52 24
47 228 24
47 228 24
202 128 24
202 209 24
254 52 24
278 253 24
278 13 24
278 173 24
128 202 24
242 173 24
279 104 24
184 161 24
24 252 24
230 306 24
230 269 24
90 199 24
199 186 24
199 220 24
199 90 24
279 304 24
306 230 24
300 183 24
0 259 24
160 159 24
160 63 24
160 317 24
160 60 24
160 249 24
160 103 24
160 63 24
291 190 24
26 4 24
225 26 24
223 225 24
176 223 24
81 28 24
230 59 24
26 9 24
9 26 24
9 225 24
160 103 24
160 249 24
160 60 24
160 317 24
26 225 24
230 97 24
0 106 24
108 279 24
279 228 24
279 299 24
315 279 24
241 279 24
13 279 24
13 279 24
118 279 24
183 300 24
209 279 24
108 252 24
120 38 24
184 161 24
161 184 24
133 50 24
38 78 24
161 295 24
132 2 24
279 13 24
2 132 24
6 133 24
283 314 24
283 38 24
6 85 24
85 133 24
85 6 24
267 145 25
295 184 25
78 38 25
194 51 27
51 80 27
194 255 27
51 80 27
223 28 27
194 190 27
194 247 27
81 54 27
223 28 27
60 63 27
26 30 27
151 280 27
81 28 27
18 307 27
18 208 27
160 159 27
160 63 27
103 160 27
160 249 27
160 103 27
208 28 27
30 26 27
132 161 27
199 90 27
132 267 27
132 79 27
132 120 27
132 310 27
132 283 27
50 267 27
38 78 27
38 161 27
3 240 27
3 6 27
3 184 27
3 238 27
3 71 27
3 112 27
3 38 27
3 311 27
3 16 27
3 267 27
3 145 27
3 161 27
3 314 27
3 85 27
3 295 27
132 145 27
3 284 27
3 266 27
3 78 27
3 134 27
3 133 27
3 2 27
3 110 27
3 27 27
160 318 27
132 17 27
132 314 27
132 112 27
132 261 27
132 71 27
132 238 27
132 184 27
132 6 27
132 38 27
132 240 27
38 283 27
267 161 27
267 145 27
78 161 27
267 50 27
89 276 27
314 219 27
3 79 27
132 203 27
132 16 27
132 218 27
132 85 27
132 295 27
132 284 27
132 50 27
132 3 27
132 311 27
132 27 27
132 78 27
132 134 27
132 133 27
132 257 27
132 2 27
132 110 27
132 266 27
3 120 27
3 310 27
3 283 27
90 150 27
90 274 27
90 97 27
90 99 27
90 88 27
90 48 27
90 93 27
90 186 27
90 183 27
90 98 27
90 33 27
90 39 27
90 82 27
90 262 27
90 75 27
90 281 27
90 230 27
90 74 27
306 230 27
306 97 27
306 59 27
306 90 27
300 262 27
262 300 27
90 258 27
90 199 27
262 183 27
300 262 27
262 300 27
264 90 27
90 77 27
90 167 27
262 74 27
11 175 27
90 23 27
90 264 27
0 259 27
0 106 27
194 291 27
194 40 27
194 80 27
291 194 27
300 33 27
40 194 27
291 80 27
314 112 27
310 184 27
310 184 27
78 38 27
3 132 27
194 40 27
90 199 27
300 262 27
220 98 27
90 43 27
90 143 27
90 306 27
90 300 27
90 220 27
90 15 27
0 259 27
269 230 27
269 274 27
269 75 27
269 33 27
269 300 27
90 264 27
90 281 27
269 93 27
160 60 27
220 186 27
103 160 27
7 279 27
263 228 27
236 278 27
241 272 27
25 242 27
86 252 27
202 158 27
116 173 27
116 253 27
299 118 27
299 228 27
299 83 27
299 252 27
299 279 27
299 301 27
86 252 27
202 128 27
252 215 27
278 236 27
131 113 27
202 209 27
108 299 27
108 202 27
299 304 27
299 279 27
299 101 27
160 63 27
202 209 27
299 108 27
279 236 27
279 236 27
202 209 27
159 160 27
279 234 27
234 279 27
200 250 27
202 108 27
202 209 27
202 128 27
202 128 27
278 279 27
305 234 27
202 128 27
178 304 27
13 253 27
236 279 27
25 234 27
186 199 28
269 230 28
269 93 28
234 279 28
279 234 28
269 75 28
269 33 28
269 300 28
274 82 28
199 90 28
230 269 28
230 306 28
230 90 28
230 59 28
230 97 28
300 33 28
33 300 28
269 274 28
279 209 28
279 299 28
7 279 28
7 279 28
158 202 28
158 202 28
173 253 28
173 116 28
200 52 28
279 304 28
158 52 28
173 116 28
118 279 28
128 202 28
278 279 28
278 234 28
305 234 28
241 279 28
173 253 28
279 118 28
279 104 28
279 13 28
279 252 28
279 278 28
279 189 28
279 7 28
279 117 28
279 228 28
279 242 28
279 315 28
279 241 28
234 279 28
279 158 28
279 202 28
279 116 28
279 108 28
279 101 28
279 250 28
279 135 28
279 234 28
190 40 28
173 234 28
161 284 28
184 3 28
184 145 28
310 184 28
253 234 28
3 184 28
267 50 28
50 267 28
38 50 28
38 295 28
38 161 28
50 267 28
38 267 28
184 240 28
184 161 28
223 28 28
174 53 28
223 28 28
81 28 28
151 54 28
26 280 28
26 307 28
26 223 28
160 63 28
184 267 28
132 284 28
161 310 28
240 3 28
234 305 28
13 234 28
234 305 28
234 13 28
234 250 28
132 2 28
234 116 28
234 278 28
234 242 28
234 228 28
234 47 28
234 173 28
234 253 28
202 128 28
38 283 28
202 209 28
267 184 28
24 252 28
190 40 28
40 80 28
279 202 28
194 291 28
80 40 28
40 190 28
173 242 28
13 279 28
194 80 28
307 191 29
53 174 29
298 69 29
26 225 29
225 26 29
28 26 29
225 26 29
26 28 29
223 26 29
223 28 29
223 28 29
26 225 29
26 225 29
18 208 29
86 252 29
13 279 29
132 284 29
78 38 29
85 6 29
161 267 29
161 295 29
161 50 29
161 38 29
161 284 29
50 161 29
50 283 29
50 295 29
132 161 29
50 38 29
50 78 29
50 79 29
50 267 29
267 78 29
279 7 29
279 7 29
279 7 29
7 279 29
194 80 29
194 40 29
194 291 29
50 16 29
291 51 29
50 161 29
3 132 29
161 184 29
132 2 29
132 284 29
50 6 29
267 295 29
267 50 29
267 38 29
6 85 29
21 145 29
161 267 29
161 295 29
240 184 29
161 50 29
161 132 29
3 85 29
161 50 29
50 267 29
50 161 29
50 295 29
50 38 29
21 145 29
21 145 29
21 145 29
161 184 29
161 38 29
13 211 29
291 40 29
291 190 29
230 97 29
209 279 29
252 86 29
128 305 29
254 200 29
305 128 29
278 236 29
278 236 29
202 209 29
202 128 29
86 252 29
230 59 29
128 305 29
131 113 29
57 135 29
173 242 29
57 135 29
202 158 29
113 131 29
252 86 29
131 113 29
252 86 29
236 278 29
86 252 29
191 256 29
190 40 29
230 306 29
0 106 29
194 291 29
21 145 29
33 300 29
150 74 29
230 269 29
230 306 29
230 59 29
230 97 29
300 33 29
300 262 29
97 217 29
230 269 29
269 300 29
269 75 29
269 274 29
269 93 29
269 230 29
230 220 29
230 306 29
97 59 29
33 300 29
230 90 29
11 175 29
300 74 29
269 33 29
208 18 29
267 161 29
269 274 30
291 194 30
190 291 30
190 291 30
230 97 30
230 59 30
230 306 30
230 306 30
300 33 30
33 300 30
269 230 30
269 93 30
116 173 30
269 75 30
269 33 30
80 40 30
269 300 30
262 300 30
300 33 30
300 262 30
230 97 30
230 59 30
230 306 30
230 269 30
230 274 30
230 97 30
230 75 30
230 33 30
230 59 30
230 306 30
230 269 30
262 74 30
80 291 30
80 291 30
200 250 30
116 253 30
47 228 30
47 228 30
47 228 30
116 173 30
116 253 30
228 47 30
47 228 30
13 278 30
278 13 30
299 305 30
278 200 30
57 135 30
305 299 30
279 7 30
105 305 30
263 7 30
250 200 30
278 253 30
278 253 30
116 173 30
116 47 30
116 228 30
230 306 30
116 253 30
13 116 30
242 278 30
57 135 30
252 189 30
305 299 30
299 305 30
116 13 30
300 232 30
116 13 30
6 50 30
50 6 30
295 38 30
161 38 30
132 284 30
38 161 30
38 78 30
134 161 30
295 267 30
295 161 30
295 50 30
151 26 30
53 280 30
53 280 30
180 298 30
180 152 30
180 18 30
223 28 30
223 225 30
280 53 30
53 280 30
159 160 30
160 63 30
161 134 30
120 112 30
120 38 30
38 120 30
132 3 30
6 85 30
38 161 30
132 3 30
152 180 30
151 152 30
191 256 30
256 191 30
26 151 30
81 28 31
7 144 31
189 13 31
58 254 31
58 200 31
58 45 31
306 97 31
58 301 31
58 83 31
58 270 31
58 193 31
278 253 31
200 250 31
200 52 31
180 298 31
132 284 31
180 298 31
223 176 31
3 132 31
3 284 31
161 120 31
38 283 31
40 80 31
80 40 31
161 38 31
132 2 31
132 284 31
133 6 31
223 18 31
91 14 31
91 123 31
91 185 31
91 123 31
152 280 31
280 28 31
280 28 31
26 223 31
116 253 31
116 173 31
278 189 31
7 279 31
50 283 31
50 79 31
38 283 31
38 134 31
38 120 31
3 132 31
2 132 31
161 38 31
38 161 31
38 161 31
314 6 31
306 230 31
306 230 31
230 74 31
230 183 31
230 82 31
306 230 31
50 38 31
253 278 31
50 78 31
50 161 31
306 59 31
278 13 31
242 250 31
89 276 31
13 189 31
13 278 31
242 25 31
225 223 31
299 305 31
173 116 31
173 253 31
75 274 31
199 90 31
281 183 31
50 295 31
50 16 31
50 267 31
3 132 31
144 7 32
223 225 32
79 78 32
33 300 32
157 185 33
79 161 33
161 267 33
161 79 33
53 280 33
280 53 33
225 223 33
90 23 34
90 199 34
90 264 34
90 43 34
90 300 34
90 306 34
90 220 34
90 15 34
150 281 34
300 262 34
90 143 34
90 281 34
230 93 34
90 82 34
90 33 34
274 74 34
90 98 34
90 183 34
90 75 34
90 186 34
90 48 34
90 88 34
90 99 34
90 97 34
90 274 34
90 262 34
274 230 34
274 97 34
281 82 34
93 230 34
230 93 34
93 230 34
93 230 34
194 80 34
194 80 34
291 80 34
230 93 34
90 150 34
90 93 34
93 230 34
150 281 34
281 150 34
230 93 34
48 90 34
306 230 34
306 90 34
306 59 34
306 97 34
262 300 34
274 269 34
274 90 34
274 306 34
274 32 34
274 59 34
274 82 34
274 39 34
274 33 34
274 75 34
274 93 34
306 230 34
173 116 34
279 118 34
132 295 34
132 85 34
132 218 34
132 314 34
132 17 34
132 161 34
132 145 34
132 267 34
132 79 34
132 120 34
132 310 34
132 283 34
50 267 34
132 284 34
2 132 34
2 132 34
132 184 34
132 284 34
132 120 34
3 240 34
3 6 34
3 184 34
3 71 34
3 112 34
3 38 34
3 110 34
3 2 34
3 257 34
2 284 34
3 133 34
132 50 34
132 27 34
318 159 34
160 103 34
132 2 34
161 79 34
161 283 34
16 161 34
161 38 34
161 284 34
161 120 34
3 85 34
132 240 34
132 6 34
132 184 34
132 3 34
132 238 34
132 261 34
132 112 34
132 38 34
132 203 34
132 311 34
132 16 34
132 110 34
132 2 34
132 257 34
132 133 34
132 134 34
132 78 34
132 266 34
132 71 34
3 134 34
3 78 34
3 266 34
86 24 34
86 252 34
86 10 34
13 278 34
279 189 34
83 301 34
83 158 34
278 13 34
173 253 34
90 230 34
86 24 34
86 10 34
299 279 34
86 10 34
178 47 34
178 47 34
278 279 34
158 122 34
25 241 34
279 189 34
279 278 34
279 252 34
279 299 34
279 118 34
279 189 34
279 278 34
279 252 34
279 299 34
47 178 34
86 252 34
86 24 34
86 10 34
3 27 34
3 50 34
3 284 34
3 218 34
3 161 34
3 145 34
3 267 34
3 79 34
3 120 34
3 283 34
3 132 34
50 184 34
132 38 34
132 284 34
160 249 34
160 60 34
160 317 34
160 63 34
160 103 34
160 249 34
160 60 34
160 317 34
160 63 34
160 103 34
202 299 34
83 158 34
158 83 34
86 24 34
86 252 34
158 299 34
90 258 34
90 39 34
90 167 34
90 74 34
225 223 34
223 225 34
223 28 34
26 151 34
26 4 34
151 26 34
4 26 34
151 280 34
151 26 34
151 280 34
69 223 34
262 74 34
199 90 34
180 298 34
208 28 34
90 230 34
262 300 34
269 33 34
90 77 34
269 75 34
269 274 34
269 300 34
269 230 34
230 306 34
300 33 34
90 199 34
90 230 34
269 93 34
58 270 35
158 101 35
158 45 35
158 315 35
189 279 35
189 234 35
189 279 35
58 193 35
58 83 35
279 117 35
58 45 35
58 200 35
58 254 35
279 7 35
279 228 35
279 242 35
279 241 35
279 135 35
158 202 35
58 301 35
158 25 35
234 162 35
158 162 35
242 173 35
200 58 35
200 270 35
200 83 35
200 45 35
200 250 35
200 254 35
253 278 35
279 209 35
158 83 35
263 228 35
234 299 35
234 252 35
234 278 35
234 189 35
234 299 35
13 116 35
279 7 35
254 52 35
116 13 35
234 118 35
279 158 35
108 279 35
279 116 35
160 249 35
160 103 35
161 120 35
184 284 35
50 267 35
314 112 35
85 6 35
3 79 35
2 132 35
160 318 35
2 284 35
79 3 35
30 26 35
26 30 35
30 26 35
208 28 35
223 208 35
26 176 35
176 26 35
223 28 35
132 27 35
279 202 35
160 60 35
160 63 35
279 108 35
279 101 35
279 13 35
279 315 35
279 104 35
279 304 35
241 279 35
13 279 35
278 253 35
160 63 35
299 234 35
86 252 35
194 291 35
278 116 35
278 253 35
202 128 35
202 209 35
116 173 35
116 253 35
209 279 35
299 234 35
194 80 35
194 291 35
138 175 35
11 138 35
106 214 35
82 281 35
300 74 35
138 11 35
269 300 35
269 33 35
269 274 35
269 75 35
269 230 35
186 143 35
230 93 35
93 230 35
199 90 35
269 93 35
306 59 36
306 230 36
230 306 36
11 138 36
306 230 36
306 90 36
306 97 36
150 262 36
138 175 36
138 11 36
230 306 36
158 162 36
158 83 36
158 25 36
306 230 36
230 93 36
138 11 36
138 175 36
150 75 36
150 186 36
150 48 36
150 88 36
150 99 36
150 97 36
150 274 36
150 93 36
150 230 36
150 258 36
150 74 36
150 167 36
150 77 36
269 300 36
158 101 36
269 33 36
269 274 36
269 93 36
269 230 36
199 186 36
186 143 36
199 186 36
186 143 36
269 300 36
269 33 36
269 75 36
269 274 36
269 93 36
269 230 36
93 230 36
269 75 36
150 183 36
158 45 36
173 116 36
161 79 36
78 79 36
79 78 36
78 79 36
267 50 36
267 50 36
79 267 36
79 78 36
0 214 36
150 15 36
150 220 36
150 300 36
150 90 36
150 306 36
150 143 36
150 43 36
150 264 36
150 199 36
150 23 36
150 281 36
225 26 36
53 174 36
298 109 36
28 1 36
180 152 36
26 225 36
151 280 36
151 280 36
208 28 36
120 161 36
161 16 36
79 161 36
161 120 36
173 253 36
173 116 36
173 253 36
173 116 36
173 253 36
242 250 36
58 200 36
117 45 36
47 13 36
116 173 36
116 270 36
116 253 36
116 57 36
178 104 36
158 315 36
104 52 36
200 58 36
200 270 36
150 82 36
160 63 36
160 249 36
79 161 36
283 161 36
283 38 36
120 161 36
314 6 36
6 314 36
161 79 36
132 134 36
120 112 36
200 58 36
150 98 36
158 202 36
194 291 36
200 250 36
200 254 36
58 200 36
200 58 36
108 234 36
253 13 36
194 80 36
150 33 36
150 39 36
108 301 36
116 202 36
202 116 36
108 209 36
193 52 36
202 128 36
131 113 36
13 253 36
200 45 36
144 7 36
200 83 36
144 7 36
234 162 36
234 277 36
234 315 36
194 80 37
160 103 37
160 249 37
160 159 37
160 60 37
160 63 37
160 317 37
194 291 37
80 291 37
230 97 37
160 249 37
269 230 37
269 93 37
269 274 37
160 103 37
160 159 37
53 280 37
160 317 37
53 280 37
280 53 37
180 18 37
80 194 37
269 75 37
28 285 37
28 285 37
176 127 37
223 280 37
81 28 37
30 26 37
26 30 37
103 60 37
159 160 37
160 63 37
160 60 37
269 33 37
184 161 37
11 138 37
79 161 37
161 120 37
161 50 37
161 79 37
79 161 37
80 291 37
80 291 37
79 267 37
80 291 37
288 233 37
281 262 37
33 300 37
300 33 37
230 269 37
230 306 37
230 59 37
194 291 37
269 300 37
120 161 37
132 145 37
274 230 37
262 281 37
262 197 37
11 175 37
197 262 37
138 11 37
138 175 37
38 50 37
254 200 37
161 184 37
16 284 37
184 161 37
184 161 37
50 267 37
2 132 37
2 284 37
161 184 37
278 236 37
306 230 37
162 234 37
242 173 37
116 57 37
116 253 37
116 270 37
116 173 37
202 108 37
242 253 37
178 47 37
57 135 37
242 253 37
47 178 37
47 178 37
202 209 37
253 242 37
94 234 37
278 253 37
7 144 37
162 234 37
94 234 37
250 242 37
278 228 37
7 114 37
234 94 37
47 228 37
253 278 37
216 276 38
3 284 38
134 16 38
132 284 38
79 78 38
79 267 38
267 79 38
161 284 38
314 112 38
161 79 38
79 283 38
79 267 38
79 145 38
79 161 38
161 184 38
78 79 38
161 79 38
267 161 38
161 267 38
173 242 38
242 173 38
242 250 38
202 108 38
173 116 38
173 253 38
242 173 38
116 173 38
173 116 38
116 173 38
173 116 38
173 242 38
242 250 38
79 3 38
161 79 38
161 145 38
267 161 38
267 161 38
279 299 38
279 299 38
279 252 38
279 278 38
279 189 38
279 278 38
242 173 38
279 118 38
250 242 38
90 262 38
90 281 38
33 300 38
99 90 38
143 90 38
216 70 38
241 162 38
279 104 38
279 315 38
279 250 38
279 242 38
279 135 38
90 258 38
90 93 38
90 150 38
90 74 38
90 199 38
199 186 38
199 220 38
242 173 38
90 167 38
89 276 38
90 274 38
90 77 38
279 158 38
89 276 38
90 230 38
97 230 38
250 242 38
90 220 38
90 15 38
158 202 38
59 97 38
11 138 38
90 33 38
90 98 38
90 183 38
90 75 38
90 186 38
90 48 38
90 88 38
90 99 38
90 274 38
26 18 38
26 121 38
26 64 38
90 300 38
173 253 38
173 116 38
160 103 38
160 159 38
103 249 38
26 81 38
160 317 38
26 280 38
26 174 38
26 127 38
174 53 38
26 30 38
90 23 38
160 249 38
26 4 38
26 152 38
26 225 38
26 208 38
26 9 38
90 82 38
90 39 38
160 60 38
26 191 38
90 97 38
26 307 38
223 28 38
223 53 38
30 26 38
26 30 38
12 28 38
180 18 38
26 256 38
26 53 38
90 43 38
90 143 38
194 291 38
80 194 38
194 80 38
90 306 38
90 264 38
26 223 38
90 199 38
26 180 38
26 69 38
26 298 38
160 63 38
26 12 38
26 285 38
161 184 39
161 267 39
310 161 39
250 242 39
250 279 39
223 225 39
225 223 40
85 284 40
85 134 40
85 16 40
16 284 40
299 209 40
299 279 40
223 225 40
299 228 40
268 314 40
157 185 40
16 85 40
286 14 40
286 126 40
314 268 40
16 134 40
299 279 40
138 175 42
138 11 42
138 175 42
288 233 42
11 138 42
300 183 42
11 138 42
11 138 42
138 11 42
138 175 42
225 26 42
138 175 42
225 26 42
223 28 42
191 256 42
249 159 42
159 160 42
183 300 42
93 230 42
281 150 42
150 281 42
11 138 42
138 11 42
138 175 42
138 11 42
281 90 42
269 75 42
269 33 42
269 300 42
93 90 42
11 138 42
230 306 42
11 138 42
138 11 42
138 175 42
11 138 42
11 138 42
138 11 42
230 93 42
199 90 42
116 253 42
269 93 42
194 291 42
194 291 42
160 103 42
160 63 42
160 317 42
160 60 42
160 249 42
160 103 42
155 157 42
279 7 42
279 7 42
279 7 42
314 6 42
85 284 42
85 134 42
85 16 42
269 274 42
120 184 42
120 184 42
133 284 42
314 6 42
173 242 42
242 173 42
104 304 42
131 113 42
299 118 42
299 228 42
299 83 42
299 252 42
299 301 42
299 108 42
299 101 42
299 279 42
299 304 42
118 299 42
79 161 42
299 118 42
173 242 42
173 242 42
279 299 42
279 278 42
279 189 42
279 139 42
7 144 42
13 228 42
279 7 42
104 304 42
202 299 42
283 79 42
6 314 42
3 112 42
79 283 42
3 133 42
3 257 42
3 2 42
3 110 42
3 16 42
3 311 42
3 38 42
3 112 42
3 71 42
3 238 42
116 173 42
3 6 42
3 240 42
16 85 42
16 284 42
16 134 42
79 50 42
283 79 42
79 283 42
90 143 42
90 150 42
90 74 42
33 232 42
269 230 42
3 134 42
3 78 42
3 184 42
3 50 42
3 267 42
3 145 42
3 161 42
3 310 42
3 314 42
3 85 42
3 283 42
3 295 42
3 284 42
3 120 42
3 27 42
3 132 42
3 112 42
38 283 42
112 3 42
2 284 42
2 132 42
3 79 42
288 233 43
90 199 43
186 143 43
90 74 43
186 98 43
90 167 43
90 77 43
90 281 43
281 90 43
150 15 43
150 143 43
90 281 43
90 281 43
186 199 43
150 281 43
90 230 43
132 2 43
269 230 43
269 93 43
269 274 43
269 75 43
269 33 43
269 300 43
262 300 43
300 262 43
90 274 43
300 74 43
300 262 43
0 214 43
313 214 43
80 194 43
80 51 43
80 255 43
80 40 43
90 258 43
250 242 43
242 250 43
202 108 43
234 279 43
33 230 43
242 250 43
230 93 43
90 15 43
90 274 43
90 97 43
90 99 43
90 88 43
90 48 43
90 186 43
90 75 43
90 183 43
90 98 43
90 33 43
93 230 43
90 39 43
90 262 43
90 281 43
90 23 43
90 199 43
90 264 43
90 43 43
90 143 43
90 306 43
90 300 43
90 220 43
90 82 43
3 112 43
242 250 43
202 108 43
174 53 43
174 298 43
180 225 43
30 26 43
26 30 43
12 28 43
18 28 43
81 28 43
81 226 43
30 26 43
26 28 43
26 30 43
103 160 43
159 249 43
160 63 43
160 317 43
160 60 43
160 249 43
160 103 43
160 63 43
160 249 43
286 126 43
225 180 43
28 223 43
223 28 43
208 28 43
279 234 43
108 241 43
139 279 43
116 270 43
116 57 43
242 234 43
242 305 43
242 193 43
279 299 43
116 57 43
250 7 43
250 279 43
117 301 43
299 279 43
209 299 43
299 301 43
299 279 43
279 7 43
299 202 43
298 69 43
223 127 43
223 53 43
223 28 43
90 150 43
90 93 43
242 250 43
161 184 43
238 132 43
134 16 43
78 79 43
78 283 43
161 240 43
161 6 43
161 238 43
161 71 43
161 261 43
161 112 43
161 38 43
161 203 43
161 311 43
16 134 43
161 16 43
161 2 43
161 257 43
161 133 43
161 218 43
161 85 43
161 295 43
161 284 43
161 50 43
161 3 43
161 27 43
161 266 43
161 78 43
161 134 43
161 110 43
161 314 43
161 17 43
85 6 43
132 284 43
133 50 43
161 145 43
2 132 43
161 145 43
161 50 43
161 184 43
2 132 43
134 16 43
6 218 43
132 161 43
16 284 43
161 132 43
161 283 43
161 310 43
161 120 43
161 79 43
161 267 43
240 3 43
279 278 44
189 279 44
234 242 44
162 7 44
189 279 44
189 279 44
13 279 44
279 13 44
279 189 44
279 252 44
279 242 44
279 189 44
108 299 44
279 252 44
132 283 44
279 118 44
24 252 44
189 279 44
38 161 44
161 112 44
112 161 44
283 161 44
112 161 44
16 134 44
161 112 44
16 284 44
134 16 44
134 133 44
291 51 44
279 299 44
250 158 44
13 253 44
279 7 44
18 180 44
151 54 44
151 81 44
26 69 44
53 28 44
18 28 44
208 28 44
180 307 44
223 225 44
180 18 44
159 160 44
160 249 44
159 249 44
249 159 44
160 159 44
159 103 44
159 160 44
160 63 44
160 317 44
160 60 44
160 249 44
160 103 44
160 249 44
242 173 44
7 263 44
242 173 44
13 253 44
253 13 44
279 7 44
116 57 44
279 250 44
57 116 44
83 301 44
279 211 44
116 57 44
10 86 44
132 310 44
173 253 44
86 252 44
116 173 44
291 194 44
86 252 44
86 24 44
253 13 44
7 250 44
252 10 44
252 10 44
252 10 44
252 10 44
242 234 44
47 228 44
116 253 44
40 80 44
173 116 44
132 17 44
132 266 44
132 78 44
132 134 44
132 133 44
132 257 44
132 2 44
132 110 44
132 16 44
132 311 44
132 27 44
132 203 44
132 261 44
132 71 44
132 238 44
132 184 44
132 6 44
132 240 44
112 238 44
238 314 44
238 284 44
132 38 44
238 112 44
132 3 44
132 284 44
16 134 44
267 161 44
50 267 44
50 161 44
161 50 44
134 16 44
2 132 44
2 132 44
238 284 44
132 50 44
238 112 44
132 120 44
132 79 44
132 267 44
132 145 44
132 161 44
132 314 44
132 218 44
132 85 44
132 295 44
132 134 44
38 184 44
132 112 44
238 6 44
33 274 44
230 33 44
90 48 44
300 33 44
269 230 44
269 93 44
33 300 44
132 133 44
269 33 44
269 300 44
75 274 44
199 90 44
0 214 44
238 218 44
269 75 44
33 274 44
269 274 44
33 230 44
120 161 44
33 232 44
79 267 44
306 97 44
230 97 44
230 59 44
230 306 44
306 59 44
230 97 44
230 59 44
230 306 44
230 269 44
33 274 44
230 269 44
18 28 45
53 280 45
208 127 45
26 28 45
26 28 45
298 26 45
26 28 45
26 28 45
26 28 45
1 28 45
307 208 45
307 28 45
208 28 45
9 208 45
9 208 45
28 256 45
1 208 45
280 53 45
208 307 45
132 145 45
28 26 45
28 18 45
298 26 45
151 26 45
208 256 45
26 151 45
9 208 45
26 28 45
208 1 45
208 9 45
28 18 45
18 28 45
69 26 45
225 223 45
132 134 45
132 50 45
208 18 45
208 28 45
194 291 45
1 28 45
48 90 45
132 267 45
300 262 45
262 300 45
90 48 45
143 90 45
281 150 45
90 199 45
90 143 45
269 230 45
269 93 45
269 274 45
269 75 45
269 33 45
269 300 45
150 281 45
90 150 45
1 208 45
2 132 45
132 133 45
28 26 45
28 26 45
28 26 45
256 28 45
26 28 45
26 208 45
160 103 45
132 16 45
160 317 45
132 16 45
2 132 45
132 310 45
132 267 45
132 145 45
132 50 45
132 134 45
132 133 45
132 310 45
2 132 45
132 2 45
228 47 45
47 228 45
228 47 45
122 277 45
47 228 45
47 228 45
7 144 45
86 252 45
7 279 45
86 10 45
